"diagYm";"sidoName";"usedMedicineQty";"population"
"201009";"대전광역시";134932.0;1469599.0
"201009";"동두천시";2423.0;89226.0
"201009";"동해시";4754.0;88006.0
"201009";"목포시";61705.0;245720.0
"201009";"문경시";5353.0;67749.0
"201009";"밀양시";4149.0;97286.0
"201009";"보령시";3875.0;95781.0
"201009";"부산광역시";365584.0;3346609.0
"201009";"사천시";2900.0;104709.0
"201009";"삼척시";4065.0;65812.0
"201009";"상주시";7449.0;96360.0
"201009";"서귀포시";2663.0;127974.0
"201009";"서산시";5352.0;152892.0
"201009";"서울특별시";1214177.0;9512332.0
"201009";"성남시";101488.0;924284.0
"201009";"속초시";5602.0;79372.0
"201009";"수원시";95047.0;1040388.0
"201009";"순천시";26787.0;254214.0
"201009";"시흥시";18313.0;388402.0
"201009";"아산시";6693.0;269897.0
"201009";"안동시";27902.0;163300.0
"201009";"안산시";51113.0;690047.0
"201009";"안성시";8156.0;174065.0
"201009";"안양시";50803.0;588878.0
"201009";"양산시";34455.0;246583.0
"201009";"양주시";1121.0;180668.0
"201009";"여수시";15421.0;265010.0
"201009";"영주시";1670.0;106837.0
"201009";"영천시";6684.0;92739.0
"201009";"오산시";6695.0;179281.0
"201009";"용인시";13442.0;839237.0
"201009";"울산광역시";88428.0;1055783.0
"201009";"원주시";44695.0;305068.0
"201009";"의왕시";1012.0;141614.0
"201009";"의정부시";41475.0;409974.0
"201009";"이천시";5188.0;190167.0
"201009";"익산시";26698.0;290208.0
"201009";"인천광역시";195536.0;2595806.0
"201009";"전주시";92944.0;637613.0
"201009";"정읍시";4696.0;108003.0
"201009";"제주시";42070.0;393694.0
"201009";"제천시";1060.0;131977.0
"201009";"진주시";57657.0;330411.0
"201009";"창원시";129082.0;1028138.0
"201009";"천안시";72920.0;559514.0
"201009";"청주시";53580.0;787105.0
"201009";"춘천시";32944.0;270354.0
"201009";"충주시";12853.0;198332.0
"201009";"태백시";2133.0;50807.0
"201009";"통영시";7641.0;126382.0
"201009";"파주시";6610.0;319439.0
"201009";"평택시";10820.0;375434.0
"201009";"포천시";4477.0;133349.0
"201009";"포항시";44659.0;499943.0
